,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
88,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.647001076532463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
90,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
91,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4902797934380587,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
92,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5833178351003071,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
93,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-0.23415046467497105,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
94,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5024451714361923,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
95,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
96,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0493298231623713,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6272778976347743,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.18532384824750675,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.12491978668775715,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
100,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
102,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.907737982394129,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
103,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4741720436887921,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
104,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.4888542575852486,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
105,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
106,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.494391296561559,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4918744606632361,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
108,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
109,21.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1621689579829361,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39858208016340624,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
111,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3573908580066095,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
113,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.4505983519307405,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.3573083057891445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4888542575852486,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
116,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.49237782784290063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
117,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.22559322262067316,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
118,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.335332226633905,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
119,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,-0.01870931177853076,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.8314778546749452,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
121,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
122,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.04295550208861426,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
123,32.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3866707201133388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.907737982394129,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
125,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.42207354059350805,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.49237782784290063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5046257580584992,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
